R&D Spend,Administration,Marketing Spend,State,Profit,PCA1,PCA2,Cluster,Profit_Level
166841.1275148932,153625.53268997223,449458.3016546665,California,193785.54151282672,3.001254403646521,0.5094715507198477,0,High
153441.61000000002,101145.65,407934.64,Florida,191050.49,2.191745097232826,-1.1340303488839458,0,High
148224.40559405973,102320.22255821264,413912.3606944504,Florida,186956.17434661603,2.1517892160074004,-1.1144595280344258,0,High
167755.98224435074,103541.95693885106,383635.9418368949,Florida,194813.5366592228,2.2972032306195547,-0.9804833255846179,0,High
145963.77376414154,105126.15919252612,431566.2035213989,Florida,186346.7372283371,2.234223079731921,-1.0691474585416467,0,High
160832.70921534084,103233.19975812972,424701.9807712847,Florida,201921.98686293792,2.4147724096817766,-1.1032581068168938,0,High
151558.97262028264,97333.79328637774,389791.45256879536,Florida,186374.6613593094,2.0348626069953277,-1.2144626864096522,0,High
152850.0794786874,102870.95191208064,413578.2280808002,Florida,195791.5029514437,2.2259860687958506,-1.0919477798731643,0,High
153541.3615611396,108496.58245156136,402536.5055004768,Florida,206641.1795647952,2.215212443204921,-0.8757516968802298,0,High
158241.78025827464,96810.76209019317,386091.932716237,Florida,193815.7877403108,2.1149142927154063,-1.217302644089509,0,High
151727.18552222586,104756.55220376328,417587.1410007432,Florida,190633.0700165221,2.2440017588969488,-1.040648287419283,0,High
146944.9404280849,93484.6396404226,398827.19418869616,Florida,195958.9522787273,1.9858421366020942,-1.3692643585134006,0,High
155084.15443951334,94845.59707484848,411466.96493209846,Florida,193258.9422260813,2.1925237889427263,-1.3512697020135218,0,High
146660.58459894132,101923.08128810897,409121.90763020655,Florida,184499.5389363204,2.098022256668183,-1.1162377749417365,0,High
156186.58343047457,103981.69577147283,430025.34594931296,Florida,197090.3719521282,2.3770914896239823,-1.0957076293399808,0,High
142872.0197066491,96402.80383757544,418439.6763158034,Florida,193995.2617303068,2.051656827615843,-1.3266664320538541,0,High
157393.09731067877,120630.00154488704,419578.9407479517,Florida,197559.00115951,2.4554062391839415,-0.5147086443486651,0,High
160760.78832666183,104439.91957588193,401504.1777092285,Florida,195400.5332441047,2.2935040459354523,-1.0025132903771443,0,High
147512.43274163798,99947.99140445936,398034.8097923606,Florida,191519.75283344256,2.0358902469575777,-1.1521748556578535,0,High
171199.8568535338,91702.36241864662,421932.105185338,Florida,181807.1852773532,2.4798160047406945,-1.4713571397976672,0,High
149820.9107351483,106652.7807974076,409245.742322445,Florida,184873.37996244995,2.181374465376814,-0.9572313086621986,0,High
144372.51,118671.95,383199.72,New York,182902.09,2.036696407207564,-0.49391707344700475,0,High
139209.0004040914,122704.4095040844,369205.9055614325,New York,184089.81185298983,1.9069717047600738,-0.32713250119727294,0,High
144701.4760456116,114805.615806447,424277.658736256,New York,186380.4434221816,2.2423808183270957,-0.7295921302169787,0,High
129753.76408281743,119778.29485598009,370519.9006000482,New York,187579.44515559697,1.746108198102695,-0.43457859512167013,0,High
138651.59958827088,117991.15013775312,392875.2691954436,New York,187652.54303326213,1.99630391796299,-0.5459960815820615,0,High
135708.0197484688,116687.15430326723,374099.7744873904,New York,179317.23153712516,1.837051956082647,-0.5422726653639666,0,High
157116.66299797627,121074.94846770364,359041.20108731586,New York,187938.4560534336,2.118482104505521,-0.34165238209377685,0,High
159691.56083873843,124798.18328884314,354088.6127235006,New York,180245.0672807065,2.15744742631458,-0.20319821686928646,0,High
153517.86712775286,114472.92422797806,391703.2940298097,New York,187152.55562072192,2.1969177180996415,-0.6489745569121292,0,High
137681.34606113943,118318.7504960851,321097.0831420193,New York,177281.21078289364,1.5853868361337053,-0.3479121628692264,0,High
142549.31510186548,111268.10683095132,414476.69772957184,New York,175054.81458926562,2.129495622666051,-0.8229497658266985,0,High
141195.99364719476,119447.7119625333,410814.4960406807,New York,175023.42434792154,2.1457662366766512,-0.5427537244019126,0,High
152768.9535219815,118732.66886528317,364394.0279870423,New York,185437.6807371704,2.0638193891636343,-0.4365865017549113,0,High
145809.4473944889,115110.50463823276,384537.1269711796,New York,180787.850134857,2.0414109056091183,-0.6146287146000962,0,High
145191.94920312296,122600.7669150114,413587.7799931095,New York,176110.1187469053,2.2457284571457428,-0.4424275854908214,0,High
159770.0791106448,107089.04671297278,380291.5197041095,New York,186130.2233994697,2.1790855017877666,-0.8597384863925567,0,High
146400.88506172475,114977.10168594132,379212.1005968661,New York,180196.9629603684,2.0201637377170925,-0.6046891729558881,0,High
140118.10653672123,123713.1468788787,390040.1317128735,New York,179100.05160537316,2.043819093451314,-0.34752289541172654,0,High
150866.3846005993,120495.34166882464,398774.1468168848,New York,186356.90293336325,2.2372467723287603,-0.46944276314284483,0,High
138388.30547478516,115348.06118033986,397517.8550120512,New York,186251.22991664903,1.99930156979951,-0.6460997565146009,0,High
142107.44,91391.87,366168.52,Florida,166188.04,1.71448152705297,-1.3567577673111009,0,High
141958.9263994918,91928.0084481398,389560.5531973401,Florida,163238.67731107888,1.8456813650327522,-1.4003022754569476,0,High
145994.7704134389,90467.93176969032,362183.1197991235,Florida,171666.14714287364,1.7465074730192818,-1.3741858756166982,0,High
147972.33021444178,95109.27834485588,390069.7821353533,Florida,166292.75761820257,1.9647602002625941,-1.29165067258437,0,High
146952.96954755604,89974.07704580446,372103.4956762246,Florida,165539.19342625063,1.812992638679465,-1.4158600083443738,0,High
142796.63241377223,94111.49567491584,351188.18716935057,Florida,176619.9322080132,1.661333750495505,-1.226740911462255,0,High
134959.3122659787,85843.52160723116,387371.7072272714,Florida,170134.9861435246,1.6814233768744205,-1.601667336682111,0,High
146542.0434727275,94263.15355488824,365944.3008655935,Florida,161714.65163864015,1.8026751159107557,-1.2576223479513555,0,High
142646.0595852621,88297.51624462538,384021.4274804186,Florida,165454.86466001882,1.8000729864487581,-1.5058474822916583,0,High
136241.975331832,89923.26734699044,373728.6449736777,Florida,163377.51164408893,1.6545446579574665,-1.4295610659195261,0,High
136265.25822351337,92505.42149766655,370653.4723396178,Florida,163660.60321881087,1.65606584255724,-1.3357578560055021,0,High
138760.53761233212,92452.24388542486,339656.37499193754,Florida,159170.93061896076,1.5227059682155177,-1.2545679655321174,0,High
137002.62654675113,90416.50328294405,371860.7481575912,Florida,173543.63673989984,1.6595310766376994,-1.4077430025611037,0,High
148201.43067223017,90661.01593307956,365820.363164813,Florida,161189.78829545193,1.8024682432702772,-1.3756982692966642,0,High
141975.89728188748,90072.81735987168,372076.98888077645,Florida,162063.76332591067,1.7358944851125662,-1.416117725969052,0,High
145797.59018058682,98395.86377405364,364177.29287022864,Florida,168190.83051221943,1.8104109033457787,-1.1163165573495524,0,High
147011.16979467237,89558.45553960354,370271.3006203824,Florida,166250.82119214465,1.800807451721829,-1.4248212743263722,0,High
142801.4650156981,87859.52951625765,366617.262711667,Florida,168670.88079836292,1.7028824518955747,-1.4747147804387113,0,High
152418.35515880588,95775.3477316186,405589.9016878485,Florida,162362.32037574577,2.124897562861463,-1.3069445488339473,0,High
148305.6026271773,92229.66843769891,406260.36495739873,Florida,162158.154766644,2.0394432617224485,-1.4294071357811338,0,High
131877.0,99814.81,362861.46,New York,156991.22,1.5959456958131535,-1.0758429267047172,0,High
126340.00013093629,96823.39684898038,324327.4648294593,New York,154515.0523317563,1.274748297619435,-1.078299816466901,0,High
126871.39309961414,100565.38636111516,369061.96361671126,New York,165827.49046930778,1.5575358824868013,-1.0707800754015835,0,High
138143.9522254231,96935.63356108758,346561.4570334558,New York,159308.02972628587,1.5830066500930569,-1.1242286839139566,0,High
123171.58026788694,108955.14543682932,384260.1282093752,New York,154781.52625945362,1.6432830215314913,-0.8346810478216581,0,High
120580.84788535412,106571.63568957848,360783.35522617307,New York,162821.00878857845,1.455847617065702,-0.8542377721118349,0,High
121363.58318205876,96823.48479825618,362956.5968267771,New York,157212.48622194357,1.4113535468217957,-1.183029940122732,0,High
128909.3357908866,102923.29238278892,343491.54461342026,New York,156320.65012830606,1.464144702728859,-0.9240723975175164,0,High
132670.2113511635,102382.24072390978,375772.3406810528,New York,151694.45197817063,1.6980353876439034,-1.0238209947935188,0,High
121761.28127529492,106191.36346096016,368890.6573782686,New York,153466.04556417235,1.5165454933499698,-0.8872331270165655,0,High
142105.0634537992,100392.11208218806,384257.53489916446,New York,157309.2142630736,1.878251660083474,-1.1052781760132628,0,High
145465.2627044831,108575.26063368542,358344.4852797614,New York,161567.06326720654,1.8446771973739893,-0.7632989015852302,0,High
136132.51220517204,106645.29494375476,345354.78321528254,New York,160222.3416706381,1.6134208430044608,-0.80013501297315,0,High
138856.09230261316,91037.39761615897,341393.5144268334,New York,147386.97357650555,1.5238514892616744,-1.30602386060741,0,High
130100.57174469777,103395.87719646229,390118.8336682431,New York,157340.186899212,1.7446634246436414,-1.0295845204989953,0,High
142615.84661516527,92927.08175837788,331956.8680558614,New York,156729.6049694608,1.5434997199395704,-1.2158521945558043,0,High
134409.46996048844,99651.6389965495,325351.7070557032,New York,156571.48808811317,1.4262701894904481,-0.9812286262311998,0,High
123275.52378409608,103156.9719111843,369512.6787406071,New York,152564.63377073387,1.5222159924989407,-0.9885160684883174,0,High
128488.63862711944,94528.55017816115,361724.26856259874,New York,161489.68874507362,1.4994899901522782,-1.2508412920805088,0,High
125377.27030937036,102330.37535887878,353240.9573210627,New York,153256.99780274837,1.4589300556248712,-0.9718410891074366,0,High
134615.56,147198.97,127716.92,California,156122.61000000002,0.6687534709875558,1.1150361573710073,0,High
133895.16240788577,139579.63982197302,124181.40079804591,California,150512.1353084319,0.5841630786569274,0.8707837941093441,0,High
147839.6887006807,147458.507926439,123248.58066368758,California,157124.82306454182,0.8521125936355464,1.144931522958812,0,High
133859.50483435806,145572.64512736985,131638.8939648055,California,159670.53242363126,0.6672386754428924,1.0502218338210318,0,High
131044.87454668833,142960.97740349456,125960.48221995097,California,145341.15179241722,0.5734128575679439,0.9763326758501473,0,High
124417.14533275735,157259.09421436692,138221.43049339132,California,154956.20530561186,0.6388658612006043,1.4141763966831888,0,High
138496.23692268255,149489.75510805746,147378.17869515065,California,161366.33871791058,0.8544980242392135,1.1424373226590732,0,High
133754.57508944828,140166.24156751356,117458.40119156844,California,157075.56821615042,0.5488207667309537,0.9077592682796006,0,High
129524.7310433568,136731.25594342715,123588.0051334514,California,151056.98708506295,0.4925975715041282,0.7745956552019932,0,High
145971.33580023044,153687.79320670047,127666.00794033884,California,163054.1922485314,0.8914022137691822,1.338845775970421,0,High
135136.3089030118,140859.96263436036,137443.35579633614,California,158646.6912772579,0.6861095127450108,0.8794750385934356,0,High
127634.08640387488,145798.08713174658,122125.35667909596,California,149646.02090683652,0.5189424263610138,1.0781029339034862,0,High
140849.4554610199,161252.17813890317,118785.88285299733,California,158759.37679745522,0.8156005925299307,1.6095445267757067,0,High
130236.22930989132,143613.7522624491,123933.98362847492,California,152075.95518065037,0.5541622697010941,1.0027262833664357,0,High
134942.1483058952,141083.21993714577,129444.01563907888,California,155887.31085694008,0.640289803681256,0.9076888575465162,0,High
133007.2537430086,140519.34818690244,124033.74710577552,California,159660.6194924105,0.5761200940588704,0.9017284290846594,0,High
137987.12238628406,140004.21374237776,128351.240805296,California,159641.8655646359,0.6741231874350319,0.8769290997658754,0,High
123379.16366074444,151198.0730328664,123485.5067194307,California,158795.1106020987,0.4981935128273946,1.2507565585703313,0,High
129478.23206084508,133915.1306905373,117323.68463321356,California,156347.82442123457,0.43726587357536123,0.6974570666961476,0,High
136363.6945006919,140543.24621153774,131794.87309851366,California,148340.58453933624,0.6716968753741797,0.8846354758765675,0,High
130298.23,145530.16,323876.78,Florida,155752.7,1.6775547823589543,0.5429681613922354,0,High
129867.72595987492,136718.19093429888,313321.05101586523,Florida,155974.17413101834,1.5501397868354467,0.2777047127945515,0,High
124692.71307175788,142731.93850596732,340172.5237392764,Florida,153057.12601141166,1.6607437372319798,0.4033364373505016,0,High
135742.69015135246,137309.839034429,332456.3435586875,Florida,162488.54614708232,1.7520953901872394,0.2515107686557822,0,High
114195.68482220896,139731.54529840703,333221.7931189492,Florida,154803.95398703785,1.4372660409160671,0.3143057153502392,0,High
132716.21251860427,141135.25695698083,325279.0010773804,Florida,155025.28550777445,1.6920552940668672,0.39512408775266566,0,High
137906.22678300118,147381.45530164803,329343.86315561726,Florida,153828.1715137585,1.8396268578062447,0.5956362801606605,0,High
127121.51860331852,142382.64688586502,330264.47448687925,Florida,153785.61591362438,1.6412206657050774,0.419436831389962,0,High
132186.0875476053,160631.83051454992,337983.6331962956,Florida,154229.32863803967,1.8917654674822335,1.0088290687514148,0,High
138124.032395466,142560.7962836057,290871.71941538004,Florida,151042.33505724726,1.59565097090631,0.5364496725292317,0,High
118110.18619960157,142972.36932126555,324175.0442672366,Florida,163585.98913302858,1.471021184042059,0.4484309405131031,0,High
132428.13290700092,143935.87324931807,337308.04044738685,Florida,145420.99116670064,1.7740296726760771,0.4564137826432302,0,High
131833.2379941889,151139.36675024006,299932.79238822684,Florida,161096.9834109619,1.60827074989255,0.7930072296587859,0,High
132503.50413789405,142508.3141721975,334123.9476618448,Florida,166362.69630421253,1.7474768689387785,0.41740454398206206,0,High
131483.07255654252,147336.3390819791,316437.96354995016,Florida,151781.73334628184,1.6675228691947115,0.6232716595016828,0,High
135707.79436006598,139300.85919210353,325035.71212336665,Florida,153520.80688973682,1.724438898459048,0.337020345002753,0,High
133418.74117502317,147958.05497841732,340678.53481338144,Florida,153369.6070650229,1.8365478811710196,0.5818570646675113,0,High
128540.01868049546,138408.1779920003,316681.9664775424,Florida,157515.66711509202,1.5599865373760886,0.32405724793035523,0,High
135229.94384395189,138820.01664129892,337959.038263638,Florida,162087.0277019327,1.785266686139338,0.28687644342590835,0,High
132991.72180551346,159186.67974444528,311346.1622897778,Florida,149936.95008174644,1.7464060802415386,1.0311637924012145,0,High
120542.62,148719.05000000002,311613.39,New York,152211.87,1.4798354689510462,0.6738866982137921,0,High
109822.0400475013,159843.5644381288,321808.8450238032,New York,151958.05059892157,1.4475951491546586,1.0087989066376857,0,High
122230.0275867196,140349.96690501904,349719.84327338054,New York,152801.9399325618,1.6584726113394874,0.29746916931505357,0,High
121201.95675780176,154115.81614139606,319107.83586613863,New York,153234.20417995955,1.5697530825307802,0.8339344317406104,0,High
115778.32690487744,152224.86630891633,340936.59167048143,New York,158355.53703482205,1.5928658943610363,0.7100738270714936,0,High
130144.96450620372,144917.67451280236,296194.68435994413,New York,151637.48213010276,1.5173151312257298,0.5949901146452394,0,High
120878.48134632746,156855.40615725287,285243.6579639735,New York,159196.3414315259,1.3962152570978419,1.0133169121213188,0,High
119590.28569622972,145544.78264072182,295844.12622956734,New York,144655.20514180005,1.355130012913004,0.6090835835298857,0,High
125503.97694488495,149264.23892140956,291514.935553212,New York,146298.07914920678,1.4496148448351436,0.7481990503122171,0,High
118518.80162958278,161129.8147835295,307568.7829493453,New York,145347.98400685712,1.513369262008369,1.0950861674100842,0,High
119061.49436041262,146691.0904897259,269594.09053736285,New York,151963.9403050777,1.2093798039373436,0.7154820482493112,0,High
119150.74733400885,153896.00745895028,340421.36383535404,New York,157356.16709472207,1.6544091179613183,0.769353018884628,0,High
118921.99263760756,140490.97590257763,351708.0585990211,New York,152482.2824573945,1.6188852552351074,0.2945496517853673,0,High
120626.57366709656,148539.65699819167,314699.6831905105,New York,151552.66895241258,1.4969968549862873,0.6599114317832696,0,High
117085.08393480993,144652.63288873617,311103.07212172035,New York,149730.3989814422,1.3943814521664633,0.5376998027126331,0,High
116246.2050850072,149510.46011768116,307640.67424533603,New York,159079.63755777178,1.396355872920813,0.707451787912764,0,High
104564.8776877704,156835.44310431997,331028.23155314947,New York,142744.03186456262,1.3954919099587237,0.8809755237404162,0,High
118477.1969784029,145957.03336389645,289683.41546721675,New York,148660.0820239376,1.3065043856400074,0.6380934969791405,0,High
113849.03389394168,161748.849784452,326191.88580192166,New York,158018.24336451266,1.548168362700833,1.0635033698772638,0,High
124892.23206902896,140323.47465918784,303441.0130850429,New York,154446.52851284793,1.4431507627341718,0.41967235600501285,0,High
123334.98,108679.27,304981.72,California,149760.06,1.2041983399542782,-0.6361782228906502,0,High
115798.4245566434,112553.67744511408,301316.97733550234,California,148076.06440116372,1.0936231112670596,-0.5034012884037155,0,High
127719.2916729589,111093.38061900428,299477.3158943346,California,154968.69902734854,1.2590980827195288,-0.5384357503538538,0,High
116668.33380558666,112026.24160648548,314025.97208946804,California,148369.3292002665,1.1739600267018242,-0.5535547592642063,0,High
125346.16048877857,101880.7644915678,319072.2874822097,California,148929.3313485651,1.2657696451562017,-0.8973413601208816,0,High
120111.47833593722,114379.54784436092,294241.122489356,California,143432.12255246745,1.1345465362402531,-0.4211279686385984,0,High
113735.63860080064,111972.30595624898,285456.34268685983,California,157644.00245944888,0.9693756836423184,-0.48267720906304024,0,High
110496.24390586246,117897.75198463062,308199.54350487486,California,149325.5471569051,1.0867695048404709,-0.3478200132664056,0,High
119974.60076634,110848.16107692098,304407.82518613903,California,154716.9766814672,1.1638882517734643,-0.5650960826497993,0,High
124039.39323815898,109496.00428576957,299436.96610530064,California,149504.21459924386,1.1901968732954904,-0.5940340073073599,0,High
125233.11625051334,99386.27737545024,284423.12455436366,California,153099.39825950062,1.0542425486706002,-0.8895395402241475,0,High
124388.66426971005,107679.51126565132,305262.8206306324,California,151321.67571149598,1.2151441477260312,-0.669345980767994,0,High
120006.41753121192,104449.99053028632,307968.18113767647,California,145364.42502366018,1.1390012727768908,-0.7868335184961057,0,High
125852.57227304946,99427.49283887314,320675.4028209635,California,151883.34681966077,1.2652571185897001,-0.9826277987207265,0,High
124913.85110805037,114019.176938539,330378.68303441204,California,154317.42365397958,1.407350215519883,-0.5242195751019022,0,High
111982.7706748098,101726.09546731749,295453.8077743209,California,149877.28191735112,0.9252045713688442,-0.8503266298748373,0,High
126527.25324681896,104735.60460897326,307829.74245345267,California,146366.2742018337,1.241980012127151,-0.7722638210317018,0,High
119563.9031999172,101035.5249428568,290903.2568319956,California,143687.20897085464,1.0133694137087172,-0.8558507150402643,0,High
117317.01459307528,114404.72106484143,290504.2546958972,California,161586.83087918913,1.0704023580841775,-0.4125337519335288,0,High
126377.14767193932,109683.66274963944,291892.5483912476,California,152906.41348676648,1.1861496858927172,-0.56635890561305,0,High
101913.18,110594.21,229161.05,Florida,146122.05000000002,0.46299161676267103,-0.38962262810694603,0,High
98979.92592999103,111268.88895314751,258494.6330439221,Florida,145700.9559158832,0.5846763257211017,-0.44613902561934937,0,High
107769.48496854752,106705.84793862893,228760.15003899005,Florida,153884.64057061094,0.5247061617496364,-0.5134366257986334,0,High
98718.36966928023,120616.52582186548,237270.50883342544,Florida,143656.38604948318,0.5288177279569585,-0.08039398687262807,0,High
105135.71418718791,115972.15455192266,236285.78119210765,Florida,139238.71634906795,0.5907145881006797,-0.2273750584415904,0,High
98207.9369057734,109225.50360204518,228308.18786161664,Florida,148842.86637815717,0.3908016330854756,-0.43551958024297543,0,High
102818.68370471454,103210.142278525,233517.3769372135,Florida,148798.6512240495,0.44919560438315015,-0.645545859990738,0,High
104765.68123411384,116570.61452629702,238716.17382773448,Florida,148134.94003488065,0.6026421850434378,-0.21413490687540515,0,High
101555.63946091432,101409.57688584682,234083.63810977765,Florida,147032.48251824098,0.41993103032724344,-0.7077278297154218,0,High
103297.05314596414,103534.1599944264,216774.24740453376,Florida,150738.7156167706,0.366084638533696,-0.5906087361259494,0,High
101711.62042425394,114362.71156201873,229485.5234404176,Florida,146252.49084309614,0.48822779281995726,-0.2654917640601399,0,High
106694.35432047585,107740.63204790677,230262.40690853057,Florida,144095.59161450234,0.5235635439288536,-0.48379013424362627,0,High
99699.13538821846,108884.57766254818,231706.2704174021,Florida,144023.37809903576,0.4305073809772313,-0.45465502828189086,0,High
108312.08500308383,105647.29060754014,227019.8648904378,Florida,144194.41788948927,0.5160529176080625,-0.5436351139617553,0,High
109286.48587920803,111681.10101150122,240983.97890507,Florida,139609.8561867922,0.6512608529169696,-0.37914428658535415,0,High
103273.97709072908,115513.61075168228,230103.8642690272,Florida,150792.75529917955,0.5241494851157915,-0.22776515056333255,0,High
99277.25445364998,118387.49333814232,255501.94539258085,Florida,144531.48857188527,0.6229282646449404,-0.2017285400859555,0,High
99643.05106730144,118631.00540365477,247259.8705733201,Florida,143830.00862907927,0.5846411124837755,-0.17180108150931342,0,High
99772.05126378412,109036.02268964567,213756.2654609174,Florida,142094.99083029717,0.33316018415116794,-0.4025820973396503,0,High
96796.42106463292,106348.51174236929,228763.62873936567,Florida,147148.76810575317,0.35101354059612533,-0.5332597986379232,0,High
100672.06,91790.71,249744.65,California,144259.5,0.4251574539133722,-1.0687443858542678,0,High
108476.6639321304,87208.72868846088,262036.1126447348,California,143333.4022897935,0.5827685185647653,-1.2474049027115048,0,High
100423.07932270238,94887.8180153906,235724.95908388155,California,145914.48716338913,0.36536359618439435,-0.9293884417261381,0,High
101509.91433461786,94050.83255818528,253355.56608818664,California,154885.51111600426,0.47419725280932107,-1.0025471805045736,0,High
97461.93010205262,89353.68062462726,241963.3493663616,California,141855.51445585504,0.31473034938262257,-1.131616316559574,0,High
97463.70624382852,97247.74357960495,267482.81681188697,California,141789.43275110543,0.5119730498616691,-0.9363147265529865,0,High
96482.31249015583,93954.28843128766,242848.9124542057,California,146998.69282690503,0.3368091345184722,-0.9818894044030434,0,High
101693.49392652616,84834.14857530413,269068.7072439678,California,152031.6724554577,0.4991984051030515,-1.349573349805815,0,High
97587.52500921172,90011.33992726843,253314.31759768524,California,145706.957078854,0.3842824615499852,-1.139404842022996,0,High
103986.91042655878,101016.61509292928,247535.0688300514,California,140804.64115954514,0.5296930019993473,-0.7542288505584577,0,High
93729.1145959084,88436.08063367015,249330.98578770368,California,152025.96060336434,0.2908840053517474,-1.18407565915196,0,High
98066.61021233763,92817.79274851902,249539.5734784162,California,149402.6105829295,0.390616826695235,-1.0359925737009297,0,High
113391.63463967474,89354.26892084075,243632.90588660457,California,148778.40378136636,0.5725143641629267,-1.124427383226776,0,High
104104.43104785746,100266.2388295756,257036.2970134684,California,142704.5610788731,0.5789286687720154,-0.803932049590436,0,High
103645.1819277373,96879.14444206236,259990.2017587186,California,146454.8729427157,0.5642557305312225,-0.9244602179176067,0,High
106041.27691754005,97157.23362234388,267003.990673051,California,147066.97692086213,0.6424982124045764,-0.9318524585426504,0,High
99830.85392956284,92464.0576722216,264810.6079781246,California,140723.9780571365,0.5003409022646491,-1.0864379391901442,0,High
102527.81507356255,89985.46755729575,250103.5932871584,California,149792.36479421394,0.4433666582344517,-1.1282795150509806,0,High
101633.9768420822,92003.83218626012,232763.8102010309,California,147489.1249892491,0.3474897673828323,-1.0165167403317636,0,High
103921.17111064424,101719.0443481531,245901.35162170223,California,145207.93550080908,0.5245611872982289,-0.7266766345857678,0,High
93863.85,127320.48,249839.54,Florida,141585.62,0.5700778758268307,0.10577725358258226,0,High
95034.2556340137,137362.58543785298,248649.11040121943,Florida,142770.7830715862,0.6525672261519929,0.4431716721366914,0,High
96716.82534017783,128508.43815663231,244262.70155500795,Florida,142410.03055940906,0.592036742902359,0.16188779667829098,0,High
98902.61047620376,120785.658967582,251500.59411114024,Florida,138611.80881025796,0.6118069006281721,-0.11189795389092151,0,High
99472.43387602035,117623.83560766076,242857.50113908583,Florida,143187.85331607118,0.5504591315033747,-0.1938409047561719,0,High
